amount,companyId,date,donorName,donorType,party,year,donor_has_won_tenders,amountString,dateOriginal
2100.0,,2024-09-12,HUSEINVILIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 2.100,00 KM ",12092024
1940.0,,2024-07-08,HUSNIJAMISKIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 1.940,00 KM ",8072024
1000.0,,2024-08-15,IBRAHIM ALIHODŽIĆ,person,3212 - NAPRIJED BOSNA I HERCEGOVINA!,2024,," 1.000,00 KM ",15082024
200.0,,2024-05-20,IBRAHIM KAJTAZOVIĆ,person,3124 - STRANKA KRAJISKOG JEDINSTVA BIH,2024,," 200,00 KM ",20052024
1000.0,,2024-09-02,IBRAHIM KAJTAZOVIĆ,person,3124 - STRANKA KRAJISKOG JEDINSTVA BIH,2024,," 1.000,00 KM ",2092024
100.0,,2024-10-09,IBRAHIM KAJTAZOVIĆ,person,3124 - STRANKA KRAJISKOG JEDINSTVA BIH,2024,," 100,00 KM ",9102024
1000.0,,2024-07-04,IDHAM KRUŠKO,person,877 - NASA STRANKA,2024,," 1.000,00 KM ",4072024
500.0,,2024-05-24,IDRIZ DACIĆ,person,3225 - DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",24052024
5000.0,,2024-09-04,IGOR PERIĆ,person,8 - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,2024,," 5.000,00 KM ",4092024
500.0,,0204-05-06,IGOR PLANINIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",6050204
2000.0,,2024-05-20,IGOR RADOJIČIĆ,person,3218 - NEZAVISNI POKRET SVOJIM PUTEM - IGOR RADOJICIC,2024,," 2.000,00 KM ",20052024
2000.0,,2024-07-29,IGOR RADOJIČIĆ,person,3218 - NEZAVISNI POKRET SVOJIM PUTEM - IGOR RADOJICIC,2024,," 2.000,00 KM ",29072024
2000.0,,2024-08-20,IGOR RADOJIČIĆ,person,3218 - NEZAVISNI POKRET SVOJIM PUTEM - IGOR RADOJICIC,2024,," 2.000,00 KM ",20082024
2000.0,,2024-10-11,IGOR RADOJIČIĆ,person,3218 - NEZAVISNI POKRET SVOJIM PUTEM - IGOR RADOJICIC,2024,," 2.000,00 KM ",11102024
4900.0,,2024-08-22,IGOR STEVANOVIĆ,person,3035 - NARODNA PARTIJA SRPSKE-DARKO BANJAC,2024,," 4.900,00 KM ",22082024
5000.0,,2024-09-05,IGOR STIJAKOVIĆ,person,3122 - NARODNI FRONT,2024,," 5.000,00 KM ",5092024
1000.0,,2024-09-16,IGORANDRIJEVIĆ,person,877 - NASA STRANKA,2024,," 1.000,00 KM ",16092024
1000.0,,2024-06-19,ILIJANA BERETA,person,461 - DEMOKRATSKI NARODNI SAVEZ,2024,," 1.000,00 KM ",19062024
1000.0,,2024-05-23,ILIJAZ OMEROVIĆ,person,4 - STRANKA ZA BOSNU I HERCEGOVINU,2024,," 1.000,00 KM ",23052024
500.0,,2024-07-31,INDIRA FAZLIJA,person,3117 - POKRET,2024,," 500,00 KM ",31072024
100.0,,2024-09-09,INDIRA FAZLIJA,person,3117 - POKRET,2024,," 100,00 KM ",9092024
500.0,,2024-09-19,INDIRA FAZLIJA,person,3117 - POKRET,2024,," 500,00 KM ",19092024
200.0,,2024-05-23,INDIRA FAZLIJA,person,3117 - POKRET,2024,," 200,00 KM ",23052024
150.0,,2024-09-03,INDIRA FAZLIJA,person,3117 - POKRET,2024,," 150,00 KM ",3092024
200.0,,2024-05-31,INDIRA HALIČEVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 200,00 KM ",31052024
3000.0,,2024-05-31,INDIRA HAMEDOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 3.000,00 KM ",31052024
200.0,,2024-09-04,INESKA BIŠCEVIĆ,person,2320 - PLATFORMA ZA PROGRES,2024,," 200,00 KM ",4092024
2000.0,,2024-05-07,INESTRKULJA,person,3122 - NARODNI FRONT,2024,," 2.000,00 KM ",7052024
2000.0,,2024-10-04,INESTRKULJA,person,3122 - NARODNI FRONT,2024,," 2.000,00 KM ",4102024
2000.0,,2024-10-04,IRENA LUKAJIĆ KORICA,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 2.000,00 KM ",4102024
2000.0,,2024-10-04,IRENA LUKAJIĆ KORICA,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 2.000,00 KM ",4102024
700.0,,2024-11-01,IRFAN HADZIC,person,3374 - NEZAVISNA LISTA CC,2024,," 700,00 KM ",1112024
2000.0,,2024-10-07,IRFAN LULIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 2.000,00 KM ",7102024
168.0,,2024-09-06,IRFAN VATRIĆ,person,8 - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,2024,," 168,00 KM ",6092024
2000.0,,2024-09-02,IRMA ĐAKOVIĆ BAHTIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 2.000,00 KM ",2092024
500.0,,2024-08-16,ISKRA LEKO,person,2320 - PLATFORMA ZA PROGRES,2024,," 500,00 KM ",16082024
500.0,,2024-09-27,ISMAILALIBEGOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 500,00 KM ",27092024
1000.0,,2024-05-17,ISMET HUŠIDIĆ,person,3124 - STRANKA KRAJISKOG JEDINSTVA BIH,2024,," 1.000,00 KM ",17052024
5000.0,,2024-09-20,IVAN BARBALIĆ,person,877 - NASA STRANKA,2024,," 5.000,00 KM ",20092024
2000.0,,2024-09-26,IVAN BILANDŽIJA,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 2.000,00 KM ",26092024
800.0,,2024-09-04,IVAN KOROLJEVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 800,00 KM ",4092024
2000.0,,2024-09-30,IVAN KRALJEVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 2.000,00 KM ",30092024
500.0,,2024-09-13,IVAN KRNDELJ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",13092024
200.0,,2024-08-12,IVAN KRNDELJ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 200,00 KM ",12082024
1000.0,,2024-09-05,IVAN LOVRIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 1.000,00 KM ",5092024
3000.0,,2024-09-05,IVAN SAVIĆ,person,3122 - NARODNI FRONT,2024,," 3.000,00 KM ",5092024
200.0,,2024-05-13,IVAN VIDOVIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 200,00 KM ",13052024
200.0,,2024-06-04,IVAN VIDOVIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 200,00 KM ",4062024
2000.0,,2024-06-28,IVAN VIDOVIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 2.000,00 KM ",28062024
400.0,,2024-08-19,IVAN VIDOVIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 400,00 KM ",19082024
400.0,,2024-10-03,IVAN VIDOVIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 400,00 KM ",3102024
2000.0,,2024-10-10,IVANA PAJIĆ JOVIČIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 2.000,00 KM ",10102024
500.0,,2024-09-13,IVANA PIRIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",13092024
1700.0,,2024-09-03,IVANA SPASOJEVIĆ,person,1972 - UJEDINJENA SRPSKA,2024,," 1.700,00 KM ",3092024
100.0,,2024-09-16,IVANA TUZLAK,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 100,00 KM ",16092024
2208.89,,2024-10-31,IVANKA MAKSIMOVIĆ,person,74 - SOCIJALISTICKA PARTIJA,2024,," 2.208,89 KM ",31102024
300.0,,2024-09-27,IVICA BILIĆ,person,877 - NASA STRANKA,2024,," 300,00 KM ",27092024
600.0,,2024-09-19,IVICA MIĆANOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 600,00 KM ",19092024
1000.0,,2024-09-30,IVICA ŽILIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 1.000,00 KM ",30092024
100.0,,2024-07-12,IVO BAGARIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 100,00 KM ",12072024
2000.0,,2024-09-30,IVO PAVKOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 2.000,00 KM ",30092024
3000.0,,2024-10-04,IVONA PEJAŠINOVIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 3.000,00 KM ",4102024
195.58,,2024-07-31,IZUDIN DŽAFIĆ,person,2320 - PLATFORMA ZA PROGRES,2024,," 195,58 KM ",31072024
200.0,,2024-09-24,IZUDIN TRAKO,person,2321 - POKRET DEMOKRATSKE AKCIJE,2024,," 200,00 KM ",24092024
-200.0,,2024-09-30,IZUDIN TRAKO,person,2321 - POKRET DEMOKRATSKE AKCIJE,2024,,"-200,00 KM ",30092024
1700.0,,2024-10-03,JADRANKA KRNJAJIĆ,person,3122 - NARODNI FRONT,2024,," 1.700,00 KM ",3102024
200.0,,2024-09-18,JADRANKO MARKOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 200,00 KM ",18092024
500.0,,2024-09-18,JAHJA MUHASILOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 500,00 KM ",18092024
300.0,,2024-06-27,JAHJA MUHASILOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 300,00 KM ",27062024
4900.0,,2024-10-21,JAKUB ČUSTOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 4.900,00 KM ",21102024
1000.0,,2024-07-01,JASENKO TOPIĆ,person,877 - NASA STRANKA,2024,," 1.000,00 KM ",1072024
1200.0,,2024-10-03,JASMIN DŽAFEROVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 1.200,00 KM ",3102024
1000.0,,2024-09-09,JASMIN KADIĆ,person,877 - NASA STRANKA,2024,," 1.000,00 KM ",9092024
4900.0,,2024-08-28,JASMIN KUKOLJ,person,3212 - NAPRIJED BOSNA I HERCEGOVINA!,2024,," 4.900,00 KM ",28082024
9999.0,,2024-08-27,JASMIN MALIĆBEGOVIĆ,person,2321 - POKRET DEMOKRATSKE AKCIJE,2024,," 9.999,00 KM ",27082024
2050.0,,2024-05-20,JASMIN MEŠIĆ,person,3185 - NEZAVISNA LISTA ZA BOSANSKI PETROVAC,2024,," 2.050,00 KM ",20052024
50.0,,2024-05-28,JASMIN MEŠIĆ,person,3185 - NEZAVISNA LISTA ZA BOSANSKI PETROVAC,2024,," 50,00 KM ",28052024
50.0,,2024-06-25,JASMIN MEŠIĆ,person,3185 - NEZAVISNA LISTA ZA BOSANSKI PETROVAC,2024,," 50,00 KM ",25062024
50.0,,2024-08-05,JASMIN MEŠIĆ,person,3185 - NEZAVISNA LISTA ZA BOSANSKI PETROVAC,2024,," 50,00 KM ",5082024
30.0,,2024-10-22,JASMIN MEŠIĆ,person,3185 - NEZAVISNA LISTA ZA BOSANSKI PETROVAC,2024,," 30,00 KM ",22102024
4900.0,,2024-10-16,JASMIN PODRUG,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 4.900,00 KM ",16102024
1000.0,,2024-09-02,JASMIN PONJEVIĆ,person,3124 - STRANKA KRAJISKOG JEDINSTVA BIH,2024,," 1.000,00 KM ",2092024
1800.0,,2024-09-23,JASMIN SKORUPAN,person,8 - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,2024,," 1.800,00 KM ",23092024
2200.0,,2024-09-24,JASMIN SKORUPAN,person,8 - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,2024,," 2.200,00 KM ",24092024
200.0,,2024-05-31,JASMIN TURKOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 200,00 KM ",31052024
5042.13,,2024-08-28,JASMIN VESNIĆ,person,877 - NASA STRANKA,2024,," 5.042,13 KM ",28082024
500.0,,2024-10-09,JASMINKO MAHOVKIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 500,00 KM ",9102024
2000.0,,2024-07-23,JASNA ĐUROVIĆ,person,3122 - NARODNI FRONT,2024,," 2.000,00 KM ",23072024
1000.0,,2024-09-09,JELENA NIKIĆ DAMJANOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 1.000,00 KM ",9092024
5896.0,,2024-07-16,JELENA ORAŠANIN,person,461 - DEMOKRATSKI NARODNI SAVEZ,2024,," 5.896,00 KM ",16072024
5000.0,,2024-09-11,JELENA RODIĆ,person,2447 - SOCIJALISTICKA PARTIJA SRPSKE-SPS,2024,," 5.000,00 KM ",11092024
5000.0,,2024-05-27,JELENA STARČEVIĆ,person,515 - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA-SNSD,2024,," 5.000,00 KM ",27052024
10000.0,,2024-09-06,JELENA STOJANOVIĆ,person,440 - PARTIJA DEMOKRATSKOG PROGRESA,2024,," 10.000,00 KM ",6092024
2900.0,,2024-09-12,JELENA ŠLJOKAVICA,person,1972 - UJEDINJENA SRPSKA,2024,," 2.900,00 KM ",12092024
6990.0,,2024-09-05,JELENA TRIVIĆ,person,3122 - NARODNI FRONT,2024,," 6.990,00 KM ",5092024
500.0,,2024-05-23,JELENANIKIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",23052024
2000.0,,2024-10-05,JELENKO STAMENIĆ,person,3122 - NARODNI FRONT,2024,," 2.000,00 KM ",5102024
1000.0,,2024-10-11,JOSIP MARKOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 1.000,00 KM ",11102024
1000.0,,2024-10-11,JOSIP VINKOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 1.000,00 KM ",11102024
200.0,,2024-05-23,JOVAN TODOROVIĆ,person,1706 - SAVEZ ZA NOVU POLITIKU,2024,," 200,00 KM ",23052024
3870.0,,2024-09-24,JOVANA SEKULIĆ,person,3122 - NARODNI FRONT,2024,," 3.870,00 KM ",24092024
2000.0,,2024-05-27,JOVANA ZELENOVIĆ KUNDAČINA,person,461 - DEMOKRATSKI NARODNI SAVEZ,2024,," 2.000,00 KM ",27052024
2000.0,,2024-09-26,JUROŠIMUNOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 2.000,00 KM ",26092024
1017.09,,2024-11-05,JUSUF BAJRAKTAREVIĆ,person,3038 - NARODNI EVROPSKI SAVEZ BOSNE I HERCEGOVINE,2024,," 1.017,09 KM ",5112024
700.0,,2024-09-26,KADIR HAJDAREVIĆ,person,1698 - DEMOKRATSKA FRONTA,2024,," 700,00 KM ",26092024
150.0,,2024-09-03,KANITA POJSKIĆ,person,3117 - POKRET,2024,," 150,00 KM ",3092024
290.0,,2024-05-15,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 290,00 KM ",15052024
1000.0,,2024-05-21,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 1.000,00 KM ",21052024
1000.0,,2024-05-23,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 1.000,00 KM ",23052024
290.0,,2024-06-18,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 290,00 KM ",18062024
1000.0,,2024-07-12,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 1.000,00 KM ",12072024
290.0,,2024-07-15,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 290,00 KM ",15072024
1000.0,,2024-07-24,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 1.000,00 KM ",24072024
1000.0,,2024-08-06,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 1.000,00 KM ",6082024
290.0,,2024-08-15,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 290,00 KM ",15082024
1500.0,,2024-09-10,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 1.500,00 KM ",10092024
2000.0,,2024-09-12,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 2.000,00 KM ",12092024
100.0,,2024-09-16,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 100,00 KM ",16092024
290.0,,2024-09-16,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 290,00 KM ",16092024
100.0,,2024-09-30,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 100,00 KM ",30092024
2000.0,,2024-10-03,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 2.000,00 KM ",3102024
290.0,,2024-10-15,KASIM ALIĆ,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 290,00 KM ",15102024
1000.0,,2024-07-12,KASIM KAHRIĆ,person,8 - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,2024,," 1.000,00 KM ",12072024
2200.0,,2024-05-10,KASIM KLJAJIĆ,person,1217 - STRANKA ZA OPCINU OLOVO,2024,," 2.200,00 KM ",10052024
600.0,,2024-12-04,KATARINA KRIŠTO,person,1257 - HRVATSKA CISTA STRANKA PRAVA BOSNE I HERCEGOVINE,2024,," 600,00 KM ",4122024
4250.0,,2024-07-04,KENAN AGANOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 4.250,00 KM ",4072024
4900.0,,2024-10-17,KENAN TURKOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 4.900,00 KM ",17102024
500.0,,2024-05-24,KENAN VUČIJAK,person,3225 - DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",24052024
1000.0,,2024-07-05,KERIM KAPETANOVIĆ,person,877 - NASA STRANKA,2024,," 1.000,00 KM ",5072024
2000.0,,2024-07-29,KOVILJKA GAZDIĆ,person,3122 - NARODNI FRONT,2024,," 2.000,00 KM ",29072024
150.0,,2024-09-06,KRUNO RIDŽIĆ,person,1698 - DEMOKRATSKA FRONTA,2024,," 150,00 KM ",6092024
4950.0,,2024-09-24,LAZAR IVANOVIĆ,person,1972 - UJEDINJENA SRPSKA,2024,," 4.950,00 KM ",24092024
215.0,,2024-10-02,LEJLA PAŠIĆ KOVAČ,person,1182 - SAVEZ ZA BOLJU BUDUCNOST BIH,2024,," 215,00 KM ",2102024
44.0,,2024-11-05,LEJLA PAŠIĆ KOVAČ,person,1182 - SAVEZ ZA BOLJU BUDUCNOST BIH,2024,," 44,00 KM ",5112024
2000.0,,2024-09-11,LUCIJA HRGOVČIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 2.000,00 KM ",11092024
1754.6,,2024-07-03,LUCIJA HRGOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 1.754,60 KM ",3072024
1589.42,,2024-05-22,LUKA ACIMOVIC,person,2737 - SRPSKA RADIKALNA STRANKA SRPSKE,2024,," 1.589,42 KM ",22052024
1000.0,,2024-07-27,LUKA ILIĆ,person,3122 - NARODNI FRONT,2024,," 1.000,00 KM ",27072024
1000.0,,2024-08-22,LJERKA ČUTURIĆ,person,3037 - REPUBLICKA STRANKA SRPSKE,2024,," 1.000,00 KM ",22082024
3870.0,,2024-09-23,LJILJANA ĐORĐIĆ,person,3122 - NARODNI FRONT,2024,," 3.870,00 KM ",23092024
6000.0,,2024-09-16,LJILJANA STANKOVIĆ,person,2734 - SRPSKA DEMOKRATSKA STRANKA-VOLJA NARODA,2024,," 6.000,00 KM ",16092024
2000.0,,2024-09-26,LJUBAN BILANDŽIJA,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 2.000,00 KM ",26092024
150.0,,2024-09-05,LJUBICA PIHLJAK,person,8 - SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE,2024,," 150,00 KM ",5092024
2000.0,,2024-10-01,MAGLEN STIPČEVIĆ,person,877 - NASA STRANKA,2024,," 2.000,00 KM ",1102024
1750.0,,2024-08-14,MAHIR HUREMOVIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 1.750,00 KM ",14082024
1000.0,,2024-09-13,MAHIR MESALIC,person,1698 - DEMOKRATSKA FRONTA,2024,," 1.000,00 KM ",13092024
1500.0,,2024-09-10,MAHIR VARDO,person,3191 - POLITICKA ORGANIZACIJA SNAGA NARODA (KOD 3191),2024,," 1.500,00 KM ",10092024
5000.0,,2024-08-24,MAHMUTJUKIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 5.000,00 KM ",24082024
1000.0,,2024-10-02,MAJA DRAGIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 1.000,00 KM ",2102024
7000.0,,2024-05-16,MAJA ROGIĆ ILIĆ,person,3122 - NARODNI FRONT,2024,," 7.000,00 KM ",16052024
5000.0,,2024-09-23,MAJA МАКИТАН,person,74 - SOCIJALISTICKA PARTIJA,2024,," 5.000,00 KM ",23092024
150.0,,2024-09-09,MAJDA FETAHAGIĆ,person,3117 - POKRET,2024,," 150,00 KM ",9092024
1000.0,,2024-10-05,MAJDA FETAHAGIĆ,person,3117 - POKRET,2024,," 1.000,00 KM ",5102024
392.4,,2024-11-05,MALIKDOLIĆ,person,3038 - NARODNI EVROPSKI SAVEZ BOSNE I HERCEGOVINE,2024,," 392,40 KM ",5112024
500.0,,2024-09-11,MANDA KOROLJEVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",11092024
500.0,,2024-09-13,MARA JOKIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 500,00 KM ",13092024
497.0,,2024-07-03,MARA PAVLOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 497,00 KM ",3072024
100.0,,2024-09-19,MARICA MARKOLJEVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 100,00 KM ",19092024
2100.0,,2024-05-22,MARICA MLAKIĆ,person,3201 - HRVATSKA VITESKA STRANKA - Obrazac3a svi.xlsx,2024,," 2.100,00 KM ",22052024
2000.0,,2024-09-04,MARICA MLAKIĆ,person,3201 - HRVATSKA VITESKA STRANKA - Obrazac3a svi.xlsx,2024,," 2.000,00 KM ",4092024
2000.0,,2024-08-28,MARICA SLAVNIĆ,person,3122 - NARODNI FRONT,2024,," 2.000,00 KM ",28082024
600.0,,2024-10-01,MARIJAN KLAJIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 600,00 KM ",1102024
2000.0,,2024-08-28,MARIJANA BRANKOVIĆ,person,3122 - NARODNI FRONT,2024,," 2.000,00 KM ",28082024
850.0,,2024-10-21,MARIJANA HRVIĆ SIKULJAK,person,1698 - DEMOKRATSKA FRONTA,2024,," 850,00 KM ",21102024
4900.0,,2024-07-25,MARINA GAJIĆ,person,3037 - REPUBLICKA STRANKA SRPSKE,2024,," 4.900,00 KM ",25072024
3000.0,,2024-08-20,MARINKO DRAGIŠIĆ,person,1972 - UJEDINJENA SRPSKA,2024,," 3.000,00 KM ",20082024
4950.0,,2024-09-24,MARIO BURES,person,1972 - UJEDINJENA SRPSKA,2024,," 4.950,00 KM ",24092024
1000.0,,2024-09-12,MARKO CVITANOVIĆ,person,877 - NASA STRANKA,2024,," 1.000,00 KM ",12092024
5000.0,,2024-09-27,MARKO JAKOVLJEVIĆ,person,74 - SOCIJALISTICKA PARTIJA,2024,," 5.000,00 KM ",27092024
5000.0,,2024-09-10,MARKO NOVAKOVIĆ,person,3122 - NARODNI FRONT,2024,," 5.000,00 KM ",10092024
2000.0,,2024-09-26,MATIJA ĆURKOVIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 2.000,00 KM ",26092024
300.0,,2024-09-05,MATO ITRIĆ,person,27 - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2024,," 300,00 KM ",5092024
100.0,,2024-10-02,MEDIHA KARAMOVIĆ,person,1217 - STRANKA ZA OPCINU OLOVO,2024,," 100,00 KM ",2102024
2000.0,,2024-09-10,MEDIHA TURČINOVIĆ,person,2320 - PLATFORMA ZA PROGRES,2024,," 2.000,00 KM ",10092024
100.0,,2024-09-20,MEDINAĐULOVIĆ,person,877 - NASA STRANKA,2024,," 100,00 KM ",20092024
100.0,,2024-09-03,MEDŽIDA MULIĆ,person,2320 - PLATFORMA ZA PROGRES,2024,," 100,00 KM ",3092024
7000.0,,2024-09-18,MEHMED MUHAREMOVIC,person,4 - STRANKA ZA BOSNU I HERCEGOVINU,2024,," 7.000,00 KM ",18092024
500.0,,2024-05-22,MEHO TALIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 500,00 KM ",22052024
1000.0,,2024-09-30,MELISA ALIBASIC HADZIC,person,4 - STRANKA ZA BOSNU I HERCEGOVINU,2024,," 1.000,00 KM ",30092024
200.0,,2024-05-31,MERJEM MUJIĆ,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 200,00 KM ",31052024
500.0,,2024-09-18,MERSAD SARAJLIJA,person,90 - STRANKA DEMOKRATSKE AKCIJE,2024,," 500,00 KM ",18092024
1000.0,,2024-09-12,MESUD AJANOVIĆ,person,2317 - POLITICKA ORGANIZACIJA NAROD I PRAVDA,2024,," 1.000,00 KM ",12092024
